Jack Massingill vs. Pokemon SSE,pokemon,D_HP,D_ATK,D_DEF,D_SPA,D_SPD,D_SPE,SSE
955,Zeraora,0,10,-27,-18,-22,60,5237
956,Meltan,-42,-37,-37,-65,-67,-49,15617
957,Melmetal,47,41,41,-40,-37,-49,10941
958,Grookey,-38,-37,-52,-80,-62,-18,16085
959,Thwackey,-18,-17,-32,-65,-42,-3,7635
960,Rillaboom,12,23,-12,-60,-32,2,5445
961,Scorbunny,-38,-31,-62,-80,-62,-14,16689
962,Raboot,-23,-16,-42,-65,-42,11,8659
963,Cinderace,-8,14,-27,-55,-27,36,6039
964,Sobble,-38,-62,-62,-50,-62,-13,15645
965,Drizzile,-23,-42,-47,-25,-47,7,7385
966,Inteleon,-18,-17,-37,5,-37,37,4745
967,Skwovet,-18,-47,-47,-85,-67,-58,19820
968,Greedent,32,-7,-7,-65,-27,-63,10045
969,Rookidee,-50,-55,-67,-87,-67,-26,22748
970,Corvisquire,-20,-35,-47,-77,-47,-6,12008
971,Corviknight,10,-15,3,-67,-17,-16,5368
972,Blipbug,-63,-82,-82,-95,-57,-38,31135
973,Dottler,-38,-67,-22,-70,-12,-53,14270
974,Orbeetle,-28,-57,8,-40,18,7,6070
975,Nickit,-48,-74,-74,-73,-50,-33,22174
976,Thievul,-18,-44,-44,-33,-10,7,5434
977,Gossifleur,-48,-62,-42,-80,-42,-73,21405
978,Eldegoss,-28,-52,-12,-40,18,-23,6085
979,Wooloo,-46,-62,-47,-80,-57,-35,19043
980,Dubwool,-16,-22,-2,-60,-12,5,4513
981,Chewtle,-38,-38,-52,-82,-64,-39,17933
982,Drednaw,2,13,-12,-72,-34,-9,6738
983,Yamper,-29,-57,-52,-80,-52,-57,19147
984,Boltund,-19,-12,-42,-30,-42,38,6377
985,Rolycoly,-58,-62,-52,-80,-52,-53,21825
986,Carkol,-8,-42,-12,-60,-32,-33,7685
987,Coalossal,22,-22,18,-40,-12,-53,5845
988,Applin,-48,-62,-22,-80,-62,-63,20845
989,Flapple,-18,8,-22,-25,-42,-13,3430
990,Appletun,22,-17,-22,-20,-22,-53,4950
991,Silicobra,-36,-45,-27,-85,-52,-37,15348
992,Sandaconda,-16,5,23,-55,-32,-12,5003
993,Cramorant,-18,-17,-47,-35,-7,2,4100
994,Arrokuda,-47,-39,-62,-80,-72,-17,19447
995,Barraskewda,-27,21,-42,-60,-52,53,12047
996,Toxel,-48,-64,-67,-66,-67,-43,21583
997,Toxtricity,-13,-4,-32,-6,-32,-8,2333
998,Sizzlipede,-38,-37,-57,-70,-52,-38,15110
999,Centiskorch,12,13,-37,-30,-12,-18,3050
1000,Clobbopus,-38,-34,-42,-70,-52,-51,14569
1001,Grapploct,-8,16,-12,-50,-22,-41,5129
1002,Sinistea,-48,-57,-57,-46,-48,-33,14311
1003,Polteageist,-28,-37,-37,14,12,-13,4031
1004,Hatenna,-46,-72,-57,-64,-49,-44,18982
1005,Hattrem,-31,-62,-37,-34,-29,-34,9327
1006,Hatterene,-31,-12,-7,16,1,-54,4327
1007,Impidimp,-43,-57,-72,-65,-62,-33,19440
1008,Morgrem,-23,-42,-57,-45,-47,-13,9945
1009,Grimmsnarl,7,18,-37,-25,-27,-23,3625
1010,Obstagoon,5,-12,-1,-60,-21,12,4355
1011,Perrserker,-18,8,-2,-70,-42,-33,8145
1012,Cursola,-28,-7,-52,25,28,-53,7755
1013,Sirfetch'd,-26,33,-7,-52,-20,-18,5242
1014,Mr. Rime,-8,-17,-27,-10,-2,-13,1355
1015,Runerigus,-30,-7,43,-70,3,-53,10516
1016,Milcery,-43,-62,-62,-70,-41,-49,18519
1017,Alcremie,-23,-42,-27,-10,19,-19,3844
1018,Falinks,-23,-2,-2,-50,-42,-8,4865
1019,Pincurchin,-40,-1,-7,-29,-17,-68,7404
1020,Snom,-58,-77,-67,-75,-72,-63,28560
1021,Frosmoth,-18,-37,-42,5,-12,-18,3950
1022,Stonjourner,12,23,33,-100,-82,-13,18655
1023,Eiscue (Ice Face),-13,-22,8,-55,-12,-33,4975
1024,Eiscue (Noice Face),-13,-22,-32,-55,-52,47,9615
1025,Indeedee (Male),-28,-37,-47,-15,-7,12,4780
1026,Indeedee (Female),-18,-47,-37,-25,3,2,4540
1027,Morpeko,-30,-7,-44,-50,-44,14,7517
1028,Cufant,-16,-22,-53,-80,-53,-43,14607
1029,Copperajah,34,28,-33,-40,-33,-53,8527
1030,Dracozolt,2,-2,-12,-40,-32,-8,2840
1031,Arctozolt,2,-2,-12,-30,-22,-28,2320
1032,Dracovish,2,-12,-2,-50,-22,-8,3200
1033,Arctovish,2,-12,-2,-40,-12,-28,2680
1034,Duraludon,-18,-7,13,0,-52,2,3250
1035,Dreepy,-60,-42,-72,-80,-72,-1,22133
1036,Drakloak,-20,-22,-52,-60,-52,19,10253
1037,Dragapult,0,18,-27,-20,-27,59,5663
1038,Zacian (Hero of Many Battles),4,18,13,-40,13,55,5303
1039,Zacian (Crowned Sword),4,48,13,-40,13,65,8483
1040,Zamazenta (Hero of Many Battles),4,18,13,-40,13,55,5303
1041,Zamazenta (Crowned Shield),4,18,38,-40,38,45,6853
1042,Eternatus,52,-17,-7,25,-7,47,5925
1043,Eternatus (Eternamax Eternatus),167,13,148,5,148,47,74100
1044,Kubfu,-28,-12,-42,-67,-52,-11,10006
1045,Urshifu,12,28,-2,-57,-42,14,6141
1046,Zarude,17,18,3,-50,-7,22,3655
1047,Regieleki,-8,-2,-52,-20,-52,117,19565
1048,Regidrago,112,-2,-52,-20,-52,-3,18365
1049,Glastrier,12,43,28,-55,8,-53,8675
1050,Spectrier,12,-37,-42,25,-22,47,6595
1051,Calyrex,12,-22,-22,-40,-22,-3,3205
1052,Calyrex (Ice Rider Calyrex),12,63,48,-35,28,-33,9515
1053,Calyrex (Shadow Rider Calyrex),12,-17,-22,45,-2,67,7435
1054,Wyrdeer,15,3,-30,-15,-27,-18,2412
1055,Kleavor,-18,33,-7,-75,-32,2,8115
1056,Ursaluna,42,38,3,-75,-22,-33,10415
1057,Basculegion (Male),32,10,-37,-40,-27,-5,4847
1058,Basculegion (Female),32,-10,-37,-20,-27,-5,3647
1059,Sneasler,-8,28,-42,-80,-22,37,10865
1060,Overqwil,-3,13,-7,-55,-37,2,4625
1061,Enamorus (Incarnate Forme),-14,13,-32,15,-22,23,2627
1062,Enamorus (Therian Forme),-14,13,8,15,-2,-37,2027
1063,Sprigatito,-48,-41,-48,-75,-57,-18,15487
1064,Floragato,-27,-22,-39,-60,-39,0,7855
1065,Meowscarada,-12,8,-32,-39,-32,40,5377
1066,Fuecoco,-21,-57,-43,-57,-62,-47,14841
1067,Crocalor,-7,-47,-24,-30,-44,-34,6826
1068,Skeledirge,16,-27,-2,-10,-27,-17,2107
1069,Quaxly,-33,-37,-57,-70,-57,-33,14945
1070,Quaxwell,-18,-17,-37,-55,-42,-18,7095
1071,Quaquaval,-3,18,-22,-35,-27,2,2775
1072,Lechonk,-34,-57,-62,-85,-57,-48,21027
1073,Oinkologne (Male),22,-2,-27,-61,-22,-18,5746
1074,Oinkologne (Female),27,-12,-32,-61,-12,-18,6086
1075,Tarountula,-53,-61,-57,-91,-62,-63,25873
1076,Spidops,-28,-23,-10,-68,-16,-48,8597
1077,Nymble,-55,-56,-62,-99,-77,-38,27179
1078,Lokix,-17,0,-24,-68,-47,9,7779
1079,Pawmi,-43,-52,-82,-80,-77,-23,24135
1080,Pawmo,-28,-27,-62,-70,-62,2,14105
1081,Pawmot,-18,13,-32,-50,-42,22,6265
1082,Tandemaus,-38,-52,-57,-80,-57,-8,17110
1083,Maushold,-14,-27,-32,-55,-27,28,6487
1084,Fidough,-51,-47,-32,-90,-47,-18,16467
1085,Dachsbun,-31,-22,13,-70,-22,12,7142
1086,Smoliv,-47,-67,-57,-62,-51,-53,19201
1087,Dolliv,-36,-49,-42,-42,-24,-50,10301
1088,Arboliva,-10,-33,-12,5,7,-44,3343
1089,Squawkabilly,-6,-6,-51,-75,-51,9,10980
1090,Nacli,-33,-47,-27,-85,-67,-58,19105
1091,Naclstack,-28,-42,-2,-85,-37,-48,13450
1092,Garganacl,12,-2,28,-75,-12,-48,9005
1093,Charcadet,-48,-52,-62,-70,-62,-48,19900
1094,Armarouge,-3,-42,-2,5,-22,-8,2350
1095,Ceruledge,-13,23,-22,-60,-2,2,4790
1096,Tadbulb,-27,-71,-61,-61,-67,-38,19145
1097,Bellibolt,21,-38,-11,-17,-19,-38,4100
1098,Wattrel,-48,-62,-67,-65,-62,-13,18875
1099,Kilowattrel,-18,-32,-42,-15,-42,42,6865
1100,Maschiff,-28,-24,-42,-80,-51,-32,13149
1101,Mabosstiff,-8,18,-12,-60,-32,2,5160
1102,Shroodle,-48,-37,-67,-80,-67,-8,19115
1103,Grafaiai,-25,-7,-37,-40,-30,27,5272
1104,Bramblin,-48,-37,-72,-75,-67,-23,19500
1105,Brambleghast,-33,13,-32,-40,-32,7,4955
1106,Toedscool,-48,-62,-67,-70,-2,-13,15710
1107,Toedscruel,-8,-32,-37,-40,18,17,4670
1108,Klawf,-18,-2,13,-85,-47,-8,9995
1109,Capsakid,-38,-40,-62,-58,-62,-33,15185
1110,Scovillain,-23,6,-37,-12,-37,-8,3511
1111,Rellor,-47,-52,-42,-89,-44,-53,19343
1112,Rabsca,-13,-52,-17,-5,-2,-38,4635
1113,Flittle,-58,-67,-72,-65,-72,-8,22510
1114,Espathra,7,-42,-42,-19,-42,22,6186
1115,Tinkatink,-38,-57,-57,-85,-38,-25,17236
1116,Tinkatuff,-23,-47,-47,-75,-20,-5,10997
1117,Tinkaton,-3,-27,-25,-50,3,11,3993
1118,Wiglett,-78,-47,-77,-85,-77,12,27520
1119,Wugtrio,-53,-2,-52,-70,-32,37,12810
1120,Bombirdier,-18,1,-17,-60,-17,-1,4504
1121,Finizen,-18,-57,-62,-75,-62,-8,16950
1122,Palafin,12,-32,-30,-67,-40,17,8446
1123,Palafin,12,58,-5,-14,-15,17,4243
1124,Varoom,-43,-32,-39,-90,-57,-36,17039
1125,Revavroom,-8,17,-12,-66,-35,7,6127
1126,Cyclizar,-18,-7,-37,-35,-37,38,5780
1127,Orthworm,-18,-17,43,-60,-47,-18,8595
1128,Glimmet,-40,-67,-60,-15,-42,-23,12207
1129,Glimmora,-5,-47,-12,10,-21,3,2928
1130,Greavard,-38,-41,-42,-90,-47,-49,17599
1131,Houndstone,-16,-1,-2,-70,-5,-15,5411
1132,Flamigo,-6,13,-28,-45,-38,7,4507
1133,Cetoddle,20,-34,-57,-90,-62,-40,18349
1134,Cetitan,82,11,-37,-75,-47,-10,16148
1135,Veluza,2,0,-29,-42,-37,-13,4147
1136,Dondozo,62,-2,13,-55,-37,-48,10715
1137,Tatsugiri,-20,-52,-42,0,-7,-1,4918
1138,Annihilape,22,13,-22,-70,-12,7,6230
1139,Clodsire,42,-27,-42,-75,-2,-63,13855
1140,Farigiraf,32,-12,-32,-10,-32,-23,3845
1141,Dudunsparce,37,-2,-22,-35,-27,-28,4595
1142,Kingambit,12,33,18,-60,-17,-33,6535
1143,Great Tusk,27,29,29,-67,-49,4,9317
1144,Scream Tail,27,-37,-3,-55,13,28,6085
1145,Brute Bonnet,23,25,-3,-41,-3,-28,3637
1146,Flutter Mane,-33,-47,-47,15,33,52,9525
1147,Slither Wing,-3,33,-23,-35,3,-2,2865
1148,Sandy Shocks,-3,-21,-5,1,-17,18,1089
1149,Iron Treads,2,10,18,-48,-32,23,4285
1150,Iron Bundle,-32,-22,12,4,-42,53,6241
1151,Iron Hands,66,38,6,-70,-34,-33,12981
1152,Iron Jugulis,6,-22,-16,2,-22,25,1889
1153,Iron Moth,-8,-32,-42,20,8,27,4045
1154,Iron Thorns,12,32,8,-50,-18,-11,4177
1155,Frigibax,-23,-27,-57,-85,-57,-28,15765
1156,Arctibax,2,-7,-36,-75,-37,-21,8784
1157,Baxcalibur,27,43,-10,-45,-16,4,4975
1158,Gimmighoul (Chest Form),-43,-72,-32,-45,-32,-73,16435
1159,Gimmighoul (Roaming Form),-43,-72,-77,-45,-57,-3,18245
1160,Gholdengo,-1,-42,-7,13,-11,1,2105
1161,Wo-Chien,-3,-17,-2,-25,33,-13,2185
1162,Chien-Pao,-8,18,-22,-30,-37,52,5845
1163,Ting-Lu,67,8,23,-65,-22,-38,11235
1164,Chi-Yu,-33,-22,-22,15,18,17,2895
1165,Roaring Moon,17,37,-31,-65,-1,36,8141
1166,Iron Valiant,-14,28,-12,0,-42,33,3977
1167,Koraidon,12,33,13,-35,-2,52,5335
1168,Miraidon,12,-17,-2,15,13,52,3535
