Will Simpson vs. Pokemon SSE,pokemon,D_HP,D_ATK,D_DEF,D_SPA,D_SPD,D_SPE,SSE
968,Greedent,37,-2,-5,-43,-23,-55,6801
969,Rookidee,-45,-50,-65,-65,-63,-18,17268
970,Corvisquire,-15,-30,-45,-55,-43,2,8028
971,Corviknight,15,-10,5,-45,-13,-8,2608
972,Blipbug,-58,-77,-80,-73,-53,-30,24731
973,Dottler,-33,-62,-20,-48,-8,-45,9726
974,Orbeetle,-23,-52,10,-18,22,15,4366
975,Nickit,-43,-69,-72,-51,-46,-25,17136
976,Thievul,-13,-39,-42,-11,-6,15,3836
977,Gossifleur,-43,-57,-40,-58,-38,-65,15731
978,Eldegoss,-23,-47,-10,-18,22,-15,3871
979,Wooloo,-41,-57,-45,-58,-53,-27,13857
980,Dubwool,-11,-17,0,-38,-8,13,2087
981,Chewtle,-33,-33,-50,-60,-60,-31,12839
982,Drednaw,7,18,-10,-50,-30,-1,3874
983,Yamper,-24,-52,-50,-58,-48,-49,13849
984,Boltund,-14,-7,-40,-8,-38,46,5469
985,Rolycoly,-53,-57,-50,-58,-48,-45,16251
986,Carkol,-3,-37,-10,-38,-28,-25,4331
987,Coalossal,27,-17,20,-18,-8,-45,3831
988,Applin,-43,-57,-20,-58,-58,-55,15251
989,Flapple,-13,13,-20,-3,-38,-5,2216
990,Appletun,27,-12,-20,2,-18,-45,3626
991,Silicobra,-31,-40,-25,-63,-48,-29,10300
992,Sandaconda,-11,10,25,-33,-28,-4,2735
993,Cramorant,-13,-12,-45,-13,-3,10,2616
994,Arrokuda,-42,-34,-60,-58,-68,-9,14589
995,Barraskewda,-22,26,-40,-38,-48,61,10229
996,Toxel,-43,-59,-65,-44,-63,-35,16685
997,Toxtricity,-8,1,-30,16,-28,0,2005
998,Sizzlipede,-33,-32,-55,-48,-48,-30,10646
999,Centiskorch,17,18,-35,-8,-8,-10,2066
1000,Clobbopus,-33,-29,-40,-48,-48,-43,9987
1001,Grapploct,-3,21,-10,-28,-18,-33,2747
1002,Sinistea,-43,-52,-55,-24,-44,-25,10715
1003,Polteageist,-23,-32,-35,36,16,-5,4355
1004,Hatenna,-41,-67,-55,-42,-45,-36,14280
1005,Hattrem,-26,-57,-35,-12,-25,-26,6595
1006,Hatterene,-26,-7,-5,38,5,-46,4335
1007,Impidimp,-38,-52,-70,-43,-58,-25,14886
1008,Morgrem,-18,-37,-55,-23,-43,-5,7121
1009,Grimmsnarl,12,23,-35,-3,-23,-15,2661
1010,Obstagoon,10,-7,1,-38,-17,20,2283
1011,Perrserker,-13,13,0,-48,-38,-25,4711
1012,Cursola,-23,-2,-50,47,32,-45,8291
1013,Sirfetch'd,-21,38,-5,-30,-16,-10,3166
1014,Mr. Rime,-3,-12,-25,12,2,-5,951
1015,Runerigus,-25,-2,45,-48,7,-45,7032
1016,Milcery,-38,-57,-60,-48,-37,-41,13647
1017,Alcremie,-18,-37,-25,12,23,-11,3112
1018,Falinks,-18,3,0,-28,-38,0,2561
1019,Pincurchin,-35,4,-5,-7,-13,-60,5084
1020,Snom,-53,-72,-65,-53,-68,-55,22676
1021,Frosmoth,-13,-32,-40,27,-8,-10,3686
1022,Stonjourner,17,28,35,-78,-78,-5,14491
1023,Eiscue (Ice Face),-8,-17,10,-33,-8,-25,2231
1024,Eiscue (Noice Face),-8,-17,-30,-33,-48,55,7671
1025,Indeedee (Male),-23,-32,-45,7,-3,20,4036
1026,Indeedee (Female),-13,-42,-35,-3,7,10,3316
1027,Morpeko,-25,-2,-42,-28,-40,22,5261
1028,Cufant,-11,-17,-51,-58,-49,-35,10001
1029,Copperajah,39,33,-31,-18,-29,-45,6761
1030,Dracozolt,7,3,-10,-18,-28,0,1266
1031,Arctozolt,7,3,-10,-8,-18,-20,946
1032,Dracovish,7,-7,0,-28,-18,0,1206
1033,Arctovish,7,-7,0,-18,-8,-20,886
1034,Duraludon,-13,-2,15,22,-48,10,3286
1035,Dreepy,-55,-37,-70,-58,-68,7,17331
1036,Drakloak,-15,-17,-50,-38,-48,27,7491
1037,Dragapult,5,23,-25,2,-23,67,6201
1038,Zacian (Hero of Many Battles),9,23,15,-18,17,63,5417
1039,Zacian (Crowned Sword),9,53,15,-18,17,73,9057
1040,Zamazenta (Hero of Many Battles),9,23,15,-18,17,63,5417
1041,Zamazenta (Crowned Shield),9,23,40,-18,42,53,7107
1042,Eternatus,57,-12,-5,47,-3,55,8661
1043,Eternatus (Eternamax Eternatus),172,18,150,27,152,55,79266
1044,Kubfu,-23,-7,-40,-45,-48,-3,6516
1045,Urshifu,17,33,0,-35,-38,22,4531
1046,Zarude,22,23,5,-28,-3,30,2731
1047,Regieleki,-3,3,-50,2,-48,125,20451
1048,Regidrago,117,3,-50,2,-48,5,18531
1049,Glastrier,17,48,30,-33,12,-45,6751
1050,Spectrier,17,-32,-40,47,-18,55,8471
1051,Calyrex,17,-17,-20,-18,-18,5,1651
1052,Calyrex (Ice Rider Calyrex),17,68,50,-13,32,-25,9231
1053,Calyrex (Shadow Rider Calyrex),17,-12,-20,67,2,75,10951
1054,Wyrdeer,20,8,-28,7,-23,-10,1926
1055,Kleavor,-13,38,-5,-53,-28,10,5331
1056,Ursaluna,47,43,5,-53,-18,-25,7841
1057,Basculegion (Male),37,15,-35,-18,-23,3,3681
1058,Basculegion (Female),37,-5,-35,2,-23,3,3161
1059,Sneasler,-3,33,-40,-58,-18,45,8411
1060,Overqwil,2,18,-5,-33,-33,10,2631
1061,Enamorus (Incarnate Forme),-9,18,-30,37,-18,31,3959
1062,Enamorus (Therian Forme),-9,18,10,37,2,-29,2719
1063,Sprigatito,-43,-36,-46,-53,-53,-10,10979
1064,Floragato,-22,-17,-37,-38,-35,8,4875
1065,Meowscarada,-7,13,-30,-17,-28,48,4495
1066,Fuecoco,-16,-52,-41,-35,-58,-39,10751
1067,Crocalor,-2,-42,-22,-8,-40,-26,4592
1068,Skeledirge,21,-22,0,12,-23,-9,1679
1069,Quaxly,-28,-32,-55,-48,-53,-25,10571
1070,Quaxwell,-13,-12,-35,-33,-38,-10,4171
1071,Quaquaval,2,23,-20,-13,-23,10,1731
1072,Lechonk,-29,-52,-60,-63,-53,-40,15523
1073,Oinkologne (Male),27,3,-25,-39,-18,-10,3308
1074,Oinkologne (Female),32,-7,-30,-39,-8,-10,3658
1075,Tarountula,-48,-56,-55,-69,-58,-55,19615
1076,Spidops,-23,-18,-8,-46,-12,-40,4777
1077,Nymble,-50,-51,-60,-77,-73,-30,20859
1078,Lokix,-12,5,-22,-46,-43,17,4907
1079,Pawmi,-38,-47,-80,-58,-73,-15,18971
1080,Pawmo,-23,-22,-60,-48,-58,10,10381
1081,Pawmot,-13,18,-30,-28,-38,30,4521
1082,Tandemaus,-33,-47,-55,-58,-53,0,12496
1083,Maushold,-9,-22,-30,-33,-23,36,4379
1084,Fidough,-46,-42,-30,-68,-43,-10,11353
1085,Dachsbun,-26,-17,15,-48,-18,20,4218
1086,Smoliv,-42,-62,-55,-40,-47,-45,14467
1087,Dolliv,-31,-44,-40,-20,-20,-42,7061
1088,Arboliva,-5,-28,-10,27,11,-36,3055
1089,Squawkabilly,-1,-1,-49,-53,-47,17,7710
1090,Nacli,-28,-42,-25,-63,-63,-50,13611
1091,Naclstack,-23,-37,0,-63,-33,-40,8556
1092,Garganacl,17,3,30,-53,-8,-40,5671
1093,Charcadet,-43,-47,-60,-48,-58,-40,14926
1094,Armarouge,2,-37,0,27,-18,0,2426
1095,Ceruledge,-8,28,-20,-38,2,10,2796
1096,Tadbulb,-22,-66,-59,-39,-63,-30,14711
1097,Bellibolt,26,-33,-9,5,-15,-30,2996
1098,Wattrel,-43,-57,-65,-43,-58,-5,14561
1099,Kilowattrel,-13,-27,-40,7,-38,50,6491
1100,Maschiff,-23,-19,-40,-58,-47,-24,8639
1101,Mabosstiff,-3,23,-10,-38,-28,10,2966
1102,Shroodle,-43,-32,-65,-58,-63,0,14431
1103,Grafaiai,-20,-2,-35,-18,-26,35,3854
1104,Bramblin,-43,-32,-70,-53,-63,-15,14776
1105,Brambleghast,-28,18,-30,-18,-28,15,3341
1106,Toedscool,-43,-57,-65,-48,2,-5,11656
1107,Toedscruel,-3,-27,-35,-18,22,25,3396
1108,Klawf,-13,3,15,-63,-43,0,6221
1109,Capsakid,-33,-35,-60,-36,-58,-25,11199
1110,Scovillain,-18,11,-35,10,-33,0,2859
1111,Rellor,-42,-47,-40,-67,-40,-45,13687
1112,Rabsca,-8,-47,-15,17,2,-30,3691
1113,Flittle,-53,-62,-70,-43,-68,0,18026
1114,Espathra,12,-37,-40,3,-38,30,5466
1115,Tinkatink,-33,-52,-55,-63,-34,-17,12232
1116,Tinkatuff,-18,-42,-45,-53,-16,3,7187
1117,Tinkaton,2,-22,-23,-28,7,19,2211
1118,Wiglett,-73,-42,-75,-63,-73,20,22416
1119,Wugtrio,-48,3,-50,-48,-28,45,9926
1120,Bombirdier,-13,6,-15,-38,-13,7,2092
1121,Finizen,-13,-52,-60,-53,-58,0,12646
1122,Palafin,17,-27,-28,-45,-36,25,5748
1123,Palafin,17,63,-3,8,-11,25,5077
1124,Varoom,-38,-27,-37,-68,-53,-28,11759
1125,Revavroom,-3,22,-10,-44,-31,15,3715
1126,Cyclizar,-13,-2,-35,-13,-33,46,4772
1127,Orthworm,-13,-12,45,-38,-43,-10,5731
1128,Glimmet,-35,-62,-58,7,-38,-15,10151
1129,Glimmora,0,-42,-10,32,-17,11,3298
1130,Greavard,-33,-36,-40,-68,-43,-41,12139
1131,Houndstone,-11,4,0,-48,-1,-7,2491
1132,Flamigo,-1,18,-26,-23,-34,15,2911
1133,Cetoddle,25,-29,-55,-68,-58,-32,13503
1134,Cetitan,87,16,-35,-53,-43,-2,13712
1135,Veluza,7,5,-27,-20,-33,-5,2317
1136,Dondozo,67,3,15,-33,-33,-40,8501
1137,Tatsugiri,-15,-47,-40,22,-3,7,4576
1138,Annihilape,27,18,-20,-48,-8,15,4046
1139,Clodsire,47,-22,-40,-53,2,-55,10131
1140,Farigiraf,37,-7,-30,12,-28,-15,3471
1141,Dudunsparce,42,3,-20,-13,-23,-20,3271
1142,Kingambit,17,38,20,-38,-13,-25,4371
1143,Great Tusk,32,34,31,-45,-45,12,7335
1144,Scream Tail,32,-32,-1,-33,17,36,4723
1145,Brute Bonnet,28,30,-1,-19,1,-20,2447
1146,Flutter Mane,-28,-42,-45,37,37,60,10911
1147,Slither Wing,2,38,-21,-13,7,6,2143
1148,Sandy Shocks,2,-16,-3,23,-13,26,1643
1149,Iron Treads,7,15,20,-26,-28,31,3095
1150,Iron Bundle,-27,-17,14,26,-38,61,7055
1151,Iron Hands,71,43,8,-48,-30,-25,10783
1152,Iron Jugulis,11,-17,-14,24,-18,33,2595
1153,Iron Moth,-3,-27,-40,42,12,35,5471
1154,Iron Thorns,17,37,10,-28,-14,-3,2747
1155,Frigibax,-18,-22,-55,-63,-53,-20,11011
1156,Arctibax,7,-2,-34,-53,-33,-13,5276
1157,Baxcalibur,32,48,-8,-23,-12,12,4209
1158,Gimmighoul (Chest Form),-38,-67,-30,-23,-28,-65,12371
1159,Gimmighoul (Roaming Form),-38,-67,-75,-23,-53,5,14921
1160,Gholdengo,4,-37,-5,35,-7,9,2765
1161,Wo-Chien,2,-12,0,-3,37,-5,1551
1162,Chien-Pao,-3,23,-20,-8,-33,60,5691
1163,Ting-Lu,72,13,25,-43,-18,-30,9051
1164,Chi-Yu,-28,-17,-20,37,22,25,3951
1165,Roaring Moon,22,42,-29,-43,3,44,6883
1166,Iron Valiant,-9,33,-10,22,-38,41,4879
1167,Koraidon,17,38,15,-13,2,60,5731
1168,Miraidon,17,-12,0,37,17,60,5691
