Paul Bartenfeld vs. Pokemon SSE,pokemon,D_HP,D_ATK,D_DEF,D_SPA,D_SPD,D_SPE,SSE
1013,Sirfetch'd,-22,75,35,1,3,-23,7873
1014,Mr. Rime,-4,25,15,43,21,-18,3480
1015,Runerigus,-26,35,85,-17,26,-58,13455
1016,Milcery,-39,-20,-20,-17,-18,-54,5850
1017,Alcremie,-19,0,15,43,42,-24,4775
1018,Falinks,-19,40,40,3,-19,-13,4100
1019,Pincurchin,-36,41,35,24,6,-73,10143
1020,Snom,-54,-35,-25,-22,-49,-68,12275
1021,Frosmoth,-14,5,0,58,11,-23,4235
1022,Stonjourner,16,65,75,-47,-59,-18,16120
1023,Eiscue (Ice Face),-9,20,50,-2,11,-38,4550
1024,Eiscue (Noice Face),-9,20,10,-2,-29,42,3190
1025,Indeedee (Male),-24,5,-5,38,16,7,2375
1026,Indeedee (Female),-14,-5,5,28,26,-3,1715
1027,Morpeko,-26,35,-2,3,-21,9,2436
1028,Cufant,-12,20,-11,-27,-30,-48,4598
1029,Copperajah,38,70,9,13,-10,-58,10058
1030,Dracozolt,6,40,30,13,-9,-13,2955
1031,Arctozolt,6,40,30,23,1,-33,4155
1032,Dracovish,6,30,40,3,1,-13,2715
1033,Arctovish,6,30,40,13,11,-33,3915
1034,Duraludon,-14,35,55,53,-29,-3,8105
1035,Dreepy,-56,0,-30,-27,-49,-6,7202
1036,Drakloak,-16,20,-10,-7,-29,14,1842
1037,Dragapult,4,60,15,33,-4,54,7862
1038,Zacian (Hero of Many Battles),8,60,55,13,36,50,10654
1039,Zacian (Crowned Sword),8,90,55,13,36,60,16254
1040,Zamazenta (Hero of Many Battles),8,60,55,13,36,50,10654
1041,Zamazenta (Crowned Shield),8,60,80,13,61,40,15554
1042,Eternatus,56,25,35,78,16,42,13090
1043,Eternatus (Eternamax Eternatus),171,55,190,58,171,42,102735
1044,Kubfu,-24,30,0,-14,-29,-16,2769
1045,Urshifu,16,70,40,-4,-19,9,7214
1046,Zarude,21,60,45,3,16,17,6620
1047,Regieleki,-4,40,-10,33,-29,112,16190
1048,Regidrago,116,40,-10,33,-29,-8,17150
1049,Glastrier,16,85,70,-2,31,-58,16710
1050,Spectrier,16,5,0,78,1,42,8130
1051,Calyrex,16,20,20,13,1,-8,1290
1052,Calyrex (Ice Rider Calyrex),16,105,90,18,51,-38,23750
1053,Calyrex (Shadow Rider Calyrex),16,25,20,98,21,62,15170
1054,Wyrdeer,19,45,12,38,-4,-23,4519
1055,Kleavor,-14,75,35,-22,-9,-3,7620
1056,Ursaluna,46,80,45,-22,1,-38,12470
1057,Basculegion (Male),36,52,5,13,-4,-10,4310
1058,Basculegion (Female),36,32,5,33,-4,-10,3550
1059,Sneasler,-4,70,0,-27,1,32,6670
1060,Overqwil,1,55,35,-2,-14,-3,4460
1061,Enamorus (Incarnate Forme),-10,55,10,68,1,18,8174
1062,Enamorus (Therian Forme),-10,55,50,68,21,-42,12454
1063,Sprigatito,-44,1,-6,-22,-34,-23,4142
1064,Floragato,-23,20,3,-7,-16,-5,1268
1065,Meowscarada,-8,50,10,14,-9,35,4166
1066,Fuecoco,-17,-15,-1,-4,-39,-52,4756
1067,Crocalor,-3,-5,18,23,-21,-39,2849
1068,Skeledirge,20,15,40,43,-4,-22,4574
1069,Quaxly,-29,5,-15,-17,-34,-38,3980
1070,Quaxwell,-14,25,5,-2,-19,-23,1740
1071,Quaquaval,1,60,20,18,-4,-3,4350
1072,Lechonk,-30,-15,-20,-32,-34,-53,6514
1073,Oinkologne (Male),26,40,15,-8,1,-23,3095
1074,Oinkologne (Female),31,30,10,-8,11,-23,2675
1075,Tarountula,-49,-19,-15,-38,-39,-68,10576
1076,Spidops,-24,19,32,-15,7,-53,5044
1077,Nymble,-51,-14,-20,-46,-54,-43,10078
1078,Lokix,-13,42,18,-15,-24,4,3074
1079,Pawmi,-39,-10,-40,-27,-54,-28,7650
1080,Pawmo,-24,15,-20,-17,-39,-3,3020
1081,Pawmot,-14,55,10,3,-19,17,3980
1082,Tandemaus,-34,-10,-15,-27,-34,-13,3535
1083,Maushold,-10,15,10,-2,-4,23,974
1084,Fidough,-47,-5,10,-37,-24,-23,4808
1085,Dachsbun,-27,20,55,-17,1,7,4493
1086,Smoliv,-43,-25,-15,-9,-28,-58,6928
1087,Dolliv,-32,-7,0,11,-1,-55,4220
1088,Arboliva,-6,9,30,58,30,-49,7682
1089,Squawkabilly,-2,36,-9,-22,-28,4,2665
1090,Nacli,-29,-5,15,-32,-44,-63,8020
1091,Naclstack,-24,0,40,-32,-14,-53,6205
1092,Garganacl,16,40,70,-22,11,-53,10170
1093,Charcadet,-44,-10,-20,-17,-39,-53,7055
1094,Armarouge,1,0,40,58,1,-13,5135
1095,Ceruledge,-9,65,20,-7,21,-3,5205
1096,Tadbulb,-23,-29,-19,-8,-44,-43,5580
1097,Bellibolt,25,4,31,36,4,-43,4763
1098,Wattrel,-44,-20,-25,-12,-39,-18,4950
1099,Kilowattrel,-14,10,0,38,-19,37,3470
1100,Maschiff,-24,18,0,-27,-28,-37,3782
1101,Mabosstiff,-4,60,30,-7,-9,-3,4655
1102,Shroodle,-44,5,-25,-27,-44,-13,5420
1103,Grafaiai,-21,35,5,13,-7,22,2393
1104,Bramblin,-44,5,-30,-22,-44,-28,6065
1105,Brambleghast,-29,55,10,13,-9,2,4220
1106,Toedscool,-44,-20,-25,-17,21,-18,4015
1107,Toedscruel,-4,10,5,13,41,12,2135
1108,Klawf,-14,40,55,-32,-24,-13,6590
1109,Capsakid,-34,2,-20,-5,-39,-38,4550
1110,Scovillain,-19,48,5,41,-14,-13,4736
1111,Rellor,-43,-10,0,-36,-21,-58,7050
1112,Rabsca,-9,-10,25,48,21,-43,5400
1113,Flittle,-54,-25,-30,-12,-49,-13,7155
1114,Espathra,11,0,0,34,-19,17,1927
1115,Tinkatink,-34,-15,-15,-32,-15,-30,3755
1116,Tinkatuff,-19,-5,-5,-22,3,-10,1004
1117,Tinkaton,1,15,17,3,26,6,1236
1118,Wiglett,-74,-5,-35,-32,-54,7,10715
1119,Wugtrio,-49,40,-10,-17,-9,32,5495
1120,Bombirdier,-14,43,25,-7,6,-6,2791
1121,Finizen,-14,-15,-20,-22,-39,-13,2995
1122,Palafin,16,10,12,-14,-17,12,1129
1123,Palafin,16,100,37,39,8,12,13354
1124,Varoom,-39,10,3,-37,-34,-41,5836
1125,Revavroom,-4,59,30,-13,-12,2,4714
1126,Cyclizar,-14,35,5,18,-14,33,3055
1127,Orthworm,-14,25,85,-7,-24,-23,9200
1128,Glimmet,-36,-25,-18,38,-19,-28,4834
1129,Glimmora,-1,-5,30,63,2,-2,4903
1130,Greavard,-34,1,0,-37,-24,-54,6018
1131,Houndstone,-12,41,40,-17,18,-20,4438
1132,Flamigo,-2,55,14,8,-15,2,3518
1133,Cetoddle,24,8,-15,-37,-39,-45,5780
1134,Cetitan,86,53,5,-22,-24,-15,11515
1135,Veluza,6,42,13,11,-14,-18,2610
1136,Dondozo,66,40,55,-2,-14,-53,11990
1137,Tatsugiri,-16,-10,0,53,16,-6,3457
1138,Annihilape,26,55,20,-17,11,2,4515
1139,Clodsire,46,15,0,-22,21,-68,7890
1140,Farigiraf,36,30,10,43,-9,-28,5010
1141,Dudunsparce,41,40,20,18,-4,-33,5110
1142,Kingambit,16,75,60,-7,6,-38,11010
1143,Great Tusk,31,71,71,-14,-26,-1,11916
1144,Scream Tail,31,5,39,-2,36,23,4336
1145,Brute Bonnet,27,67,39,12,20,-33,8372
1146,Flutter Mane,-29,-5,-5,68,56,47,10860
1147,Slither Wing,1,75,19,18,26,-7,7036
1148,Sandy Shocks,1,21,37,54,6,13,4932
1149,Iron Treads,6,52,60,5,-9,18,6770
1150,Iron Bundle,-28,20,54,57,-19,48,10014
1151,Iron Hands,70,80,48,-17,-11,-38,15458
1152,Iron Jugulis,10,20,26,55,1,20,4602
1153,Iron Moth,-4,10,0,73,31,22,6890
1154,Iron Thorns,16,74,50,3,5,-16,8522
1155,Frigibax,-19,15,-15,-32,-34,-33,4080
1156,Arctibax,6,35,6,-22,-14,-26,2653
1157,Baxcalibur,31,85,32,8,7,-1,9324
1158,Gimmighoul (Chest Form),-39,-30,10,8,-9,-78,8750
1159,Gimmighoul (Roaming Form),-39,-30,-35,8,-34,-8,4930
1160,Gholdengo,3,0,35,66,12,-4,5750
1161,Wo-Chien,1,25,40,28,56,-18,6470
1162,Chien-Pao,-4,60,20,23,-14,47,6950
1163,Ting-Lu,71,50,65,-12,1,-43,13760
1164,Chi-Yu,-29,20,20,68,41,12,8090
1165,Roaring Moon,21,79,11,-12,22,31,8392
1166,Iron Valiant,-10,70,30,53,-19,28,9854
1167,Koraidon,16,75,55,18,21,47,11880
1168,Miraidon,16,25,40,68,36,47,10610
